Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change
20,Male,PhD,Single,67659,605,,Auto,Employed,14,Fair,0.5690525097168183,130908,3,South Angela,HI,Australia,4,0
59,Female,High School,Single,,740,,Personal,Employed,16,Poor,0.5637291619061134,62442,1,Port Tammie,AR,Christmas Island,2,0
42,Female,High School,Married,56345,639,38065,Business,Unemployed,5,Fair,0.48727158938028814,163286,2,New Mary,NM,Saint Pierre and Miquelon,0,0
36,Female,High School,Single,38535,684,14348,Auto,Self-employed,18,Good,0.397689882,,,Chandlerland,HI,Iran,0,1
57,Female,PhD,Divorced,110979,,39842,Personal,Self-employed,12,Excellent,0.5745443609909762,,2,New Renee,OR,Nauru,1,0
19,Non-binary,PhD,Single,106687,712,,Personal,Unemployed,13,Poor,0.1343144963313407,231256,2,North Frankside,FM,Jordan,0,2
32,Non-binary,PhD,Single,59713,,33823,Auto,Employed,12,Poor,0.4250006877587128,228145,3,West Steventon,NE,Cape Verde,4,0
59,Female,PhD,Widowed,41711,766,44543,Business,Self-employed,1,Good,0.3828595890961791,291507,3,New Derek,RI,Hong Kong,0,2
67,Male,PhD,Single,34959,,33374,Home,Self-employed,6,Excellent,0.20935668374157776,142853,1,Hernandezville,GU,Cook Islands,0,2
43,Non-binary,PhD,Single,76982,773,13838,Business,Self-employed,9,Good,0.5036909993842777,184426,0,Wrightburgh,GA,Poland,2,0
40,Female,Master's,Married,,642,28915,Personal,Employed,17,Fair,0.4826901174085073,275667,,South Justinside,DC,Barbados,2,1
59,Male,PhD,Single,76332,720,43813,Home,Self-employed,3,Excellent,0.24911718572511818,180807,1,West Markhaven,NY,Palestinian Territory,1,2
43,Non-binary,PhD,Divorced,70969,694,23008,Personal,Employed,14,Fair,0.189713053,71616,,North Sandra,ID,Pitcairn Islands,,1
32,Non-binary,Bachelor's,Married,22985,,23270,Personal,Unemployed,12,Fair,0.5802305605445912,289770,,Cabrerashire,VA,British Virgin Islands,,1
36,Non-binary,PhD,Widowed,119449,711,13482,Business,Unemployed,15,Fair,0.466426757,289477,0,West James,PW,Kuwait,0,1
43,Non-binary,Bachelor's,Single,46547,654,,Business,Employed,10,Good,0.3562672613212272,213920,0,South Daniel,NC,Fiji,4,1
42,Female,Master's,Married,55326,652,,Business,Self-employed,6,Good,0.23436274266269078,51087,4,West Phyllisport,OR,Iceland,,1
29,Non-binary,Master's,Divorced,53488,,27292,Home,Unemployed,16,Fair,0.17235945547706025,41857,,Hansonview,SC,Brazil,4,1
52,Male,Bachelor's,Single,48564,626,14969,Auto,Employed,3,Good,0.2780433942709445,227102,0,Mcdonaldstad,OK,Sudan,0,2
66,Female,PhD,Married,66978,671,20590,Personal,Self-employed,4,Fair,0.1728288018149209,159592,4,South Lisatown,RI,Cook Islands,1,0
40,Female,Master's,Single,,660,23557,Home,Unemployed,8,Good,0.544079883,29615,0,South Chadbury,MD,Bosnia and Herzegovina,3,2
47,Non-binary,High School,Single,49553,720,11103,Auto,Unemployed,9,Excellent,0.2922679586391247,214331,2,Hufffurt,MA,Uzbekistan,2,2
56,Female,High School,Widowed,50209,633,26556,Home,Self-employed,4,Poor,0.26782237290023525,299788,2,Joelside,WY,Holy See (Vatican City State),,1
26,Non-binary,Bachelor's,Married,58051,742,20180,Personal,Unemployed,5,Good,0.22514240413498224,170046,2,Smithmouth,IL,Guernsey,3,1
37,Male,Master's,Widowed,85206,617,18763,Home,Self-employed,2,Poor,0.14024408195725277,77080,3,Scottburgh,MH,Aruba,3,2
45,Male,High School,Widowed,108148,681,,Home,Self-employed,6,Excellent,0.18349854644602595,,4,Amandaberg,IL,Bahamas,1,2
53,Female,PhD,Single,68402,751,37811,Business,Employed,18,Good,0.5400840279607496,,4,North Shannonbury,MS,Benin,,0
25,Female,Bachelor's,Married,33189,602,,Personal,Unemployed,15,Good,0.368743444,23003,3,Port Kimberlymouth,FM,South Africa,2,0
29,Non-binary,PhD,Divorced,61003,675,38875,Auto,Unemployed,19,Good,0.41639054017625865,94609,3,Maldonadoborough,FM,Bhutan,1,0
55,Non-binary,High School,Divorced,30431,,39597,Home,Self-employed,0,Good,0.40635241683481604,194446,4,New Mark,VA,Guinea-Bissau,4,0
56,Non-binary,High School,Single,22882,708,19068,Home,Employed,8,Fair,0.405214608,124941,2,Annaborough,KY,Guam,1,1
50,Female,PhD,Married,,753,36842,Auto,Employed,9,Excellent,0.5509003376277437,43954,3,East Kevin,KY,Hong Kong,3,2
56,Non-binary,Bachelor's,Single,45489,,12368,Auto,Unemployed,19,Poor,0.20821434793663615,95362,0,Johnathanport,HI,Montserrat,4,1
21,Male,PhD,Single,27965,625,,Home,Self-employed,10,Excellent,0.4944602046719274,24933,4,Christineland,NY,Kyrgyz Republic,0,0
53,Female,Master's,Single,108940,768,47579,Auto,Employed,4,Good,0.34282108008416423,,,Port Emilyview,WY,Saint Vincent and the Grenadines,4,1
46,Male,PhD,Single,69119,,35767,Personal,Employed,16,Poor,0.554764984,193540,1,Carolynstad,TN,Taiwan,,0
44,Male,High School,Divorced,49288,610,48269,Home,Self-employed,2,Poor,0.11713896196849424,,1,Jenniferton,AS,Myanmar,4,0
33,Female,Bachelor's,Married,,701,,Home,Self-employed,6,Excellent,0.46150047706606956,180864,3,Alexanderview,LA,Maldives,,0
52,Male,PhD,Single,96593,656,46732,Home,Employed,3,Excellent,0.3409543385586501,83728,0,South Donaldburgh,NV,Yemen,2,0
34,Female,High School,Divorced,52602,637,,Auto,Employed,6,Fair,0.47875043231452696,231939,,Brownmouth,AS,China,1,1
47,Male,PhD,Married,89180,676,25349,Auto,Unemployed,7,Excellent,0.4933168423411217,46714,,New Matthew,CT,British Indian Ocean Territory (Chagos Archipelago),1,2
24,Non-binary,High School,Single,,,41045,Business,Employed,4,Poor,0.40621379681818204,,2,Mooreview,NJ,Puerto Rico,2,1
30,Non-binary,Bachelor's,Single,62732,773,34210,Auto,Unemployed,6,Fair,0.22836952462990104,257721,2,Craigburgh,AZ,Luxembourg,1,2
23,Non-binary,Master's,Widowed,118972,626,43404,Personal,Employed,5,Poor,0.3093800192066294,,2,Clarkshire,SD,Lao People's Democratic Republic,3,1
40,Female,High School,Divorced,75041,758,25495,Personal,Employed,9,Excellent,0.2957512101582863,,,Bennettbury,MA,Togo,1,1
28,Non-binary,High School,Widowed,46809,691,27645,Personal,Employed,4,Good,0.11041928577324964,,4,Port Lawrence,MT,Philippines,1,2
18,Non-binary,High School,Single,30528,622,5576,Business,Employed,17,Excellent,0.4660367963666392,30533,0,Russellfort,RI,Central African Republic,1,0
67,Female,Master's,Married,23756,,15556,Home,Unemployed,13,Good,0.5571494490477193,201315,2,East Bonnieborough,OK,Djibouti,3,2
49,Female,Master's,Divorced,71341,794,49107,Business,Unemployed,12,Poor,0.1755691625697711,41105,1,North Brett,NE,Central African Republic,0,1
49,Female,Master's,Divorced,27045,611,47970,Auto,Employed,3,Poor,0.17058857472064912,65751,2,North Kellyfort,PR,Iran,0,2
57,Female,High School,Widowed,,617,41064,Business,Employed,10,Fair,0.35817638399747764,247174,2,Pattystad,NY,Comoros,,1
68,Male,Bachelor's,Married,,690,21605,Auto,Unemployed,4,Poor,0.26604846336024346,39891,1,Hilltown,MI,Mauritius,,2
54,Female,PhD,Married,21645,,6719,Home,Unemployed,9,Fair,0.4879539739262535,256497,1,Stephensonburgh,LA,Israel,3,2
24,Female,Bachelor's,Divorced,71869,636,,Auto,Self-employed,14,Fair,0.45766911468698557,23877,,Stephanietown,CT,Madagascar,4,1
29,Male,PhD,Widowed,95449,720,33414,Business,Unemployed,17,Excellent,0.4061112512205346,160191,2,Port Cathyfort,AL,Dominica,4,2
25,Non-binary,PhD,Divorced,68437,739,20542,Auto,Employed,3,Poor,0.2668410575398501,,3,North Valerieville,MT,Russian Federation,2,1
24,Male,Master's,Married,21949,642,36062,Home,Self-employed,17,Poor,0.23316692298906352,252969,4,South Kimberly,CT,Papua New Guinea,0,1
61,Male,Master's,Single,56303,759,16433,Auto,Self-employed,11,Good,0.1355236790286746,290905,2,Lake Casey,LA,Uganda,,2
68,Non-binary,PhD,Single,,631,43229,Business,Unemployed,15,Good,0.3810488052438834,160291,1,South Jason,OH,Australia,1,2
68,Male,High School,Divorced,,,10107,Home,Unemployed,6,Good,0.1978576256130087,,,New Cristianton,IN,Samoa,1,1
49,Male,High School,Widowed,106653,779,,Business,Self-employed,11,Poor,0.4489048356205668,121059,1,Jonesview,GU,Chad,2,2
33,Non-binary,Master's,Divorced,93916,678,37705,Personal,Unemployed,11,Poor,0.3847220585203386,118122,4,Taylorview,AZ,Tonga,,1
35,Non-binary,High School,Divorced,112303,759,30699,Auto,Employed,11,Fair,0.11932155590973972,141765,,Brendaview,MI,French Polynesia,4,2
46,Non-binary,PhD,Married,48875,713,40866,Personal,Self-employed,4,Good,0.18227796939508858,289942,0,Martinezfort,PR,Tokelau,1,0
41,Non-binary,Master's,Single,94681,,36045,Personal,Employed,19,Fair,0.2451498807474706,91178,1,South Kellyside,IA,Montserrat,0,2
33,Male,High School,Married,25690,762,27047,Business,Unemployed,14,Good,0.42481970300503513,124512,,Jasonborough,NC,Colombia,2,2
25,Non-binary,Master's,Single,24992,775,36711,Home,Unemployed,3,Good,0.29416158557525396,264267,2,North Charlesland,FL,Bhutan,,0
64,Male,Bachelor's,Divorced,114075,683,33459,Home,Self-employed,7,Excellent,0.22311860709355794,266721,2,Lake Brandonbury,OH,Belarus,3,1
18,Non-binary,PhD,Divorced,,661,31886,Home,Self-employed,5,Excellent,0.2707258188600521,,4,South Megan,AS,Bosnia and Herzegovina,3,0
66,Female,PhD,Widowed,23333,700,8691,Business,Self-employed,1,Poor,0.5819377265808815,224931,4,Wardville,IN,Montenegro,0,2
54,Male,Master's,Divorced,27851,704,,Business,Employed,0,Fair,0.27025143600129653,187105,4,Jamesbury,PR,Niger,3,1
51,Non-binary,Bachelor's,Widowed,101257,605,39027,Home,Employed,8,Good,0.10366406062740233,139602,,Lake Sarahborough,AS,Sudan,0,0
48,Non-binary,High School,Widowed,90417,,47837,Business,Self-employed,3,Fair,0.16132655854916858,73449,,Port Dana,FL,Luxembourg,2,1
61,Non-binary,Master's,Single,75304,624,43429,Business,Unemployed,2,Good,0.3652297699097242,154750,0,Christinamouth,UT,Bangladesh,1,2
27,Non-binary,High School,Single,119341,669,38606,Auto,Self-employed,8,Poor,0.5118232544676542,151850,,Sheliachester,AK,Mexico,1,0
33,Male,High School,Married,115595,684,17549,Business,Self-employed,4,Fair,0.5086140165515938,,3,Smithside,PR,Malta,0,2
67,Non-binary,Master's,Widowed,58398,603,45069,Auto,Employed,14,Poor,0.10228458480964217,114564,0,New Victoria,NV,British Indian Ocean Territory (Chagos Archipelago),0,2
41,Non-binary,High School,Widowed,,612,13723,Home,Employed,6,Poor,0.1584657076161259,113465,1,Valenzuelashire,CA,Bermuda,0,0
22,Male,High School,Widowed,26023,761,33300,Personal,Employed,14,Fair,0.5815724223041097,32265,3,Robertbury,IL,Svalbard & Jan Mayen Islands,,0
50,Male,Master's,Divorced,110473,748,,Personal,Employed,5,Excellent,0.3527380984039644,49824,,North Jennifertown,NC,Cote d'Ivoire,,2
67,Male,High School,Widowed,107601,619,30586,Home,Self-employed,5,Excellent,0.262125695,,3,New Scottborough,MI,Sao Tome and Principe,1,1
50,Male,Bachelor's,Divorced,58733,702,30150,Auto,Unemployed,18,Good,0.49157303770610117,265600,1,Lake Paige,LA,Guyana,0,0
29,Male,High School,Single,47453,717,20360,Business,Unemployed,6,Good,0.2352249442835758,114799,2,Wesleyshire,NJ,Nicaragua,3,2
33,Male,High School,Divorced,54018,723,20117,Business,Employed,17,Excellent,0.36932511418570446,153161,2,Ronnieburgh,AL,Greenland,1,0
30,Male,High School,Married,23879,773,39495,Business,Employed,15,Fair,0.30547603677682744,129753,,Port Mirandabury,HI,Brazil,,2
48,Male,Master's,Single,71235,,39941,Personal,Unemployed,1,Fair,0.2522902263710516,87778,2,New Brittany,CO,Estonia,3,1
25,Non-binary,PhD,Divorced,92082,673,11866,Personal,Unemployed,14,Good,0.34199851146794824,85031,1,North Megan,SC,Cape Verde,2,0
68,Male,Master's,Married,87170,787,36077,Auto,Unemployed,14,Excellent,0.3416037154529258,,2,West Carlosport,NY,Saint Pierre and Miquelon,,2
22,Non-binary,PhD,Married,117284,727,13996,Business,Unemployed,1,Fair,0.22282607631530268,190901,,Lake Sarah,ID,Timor-Leste,3,1
41,Female,Master's,Divorced,44044,653,40301,Personal,Employed,6,Good,0.512761001,168077,1,East Martinmouth,VI,French Guiana,3,0
43,Male,Bachelor's,Married,97807,766,,Business,Self-employed,16,Poor,0.5787660941589917,,2,Huntfurt,PA,Saint Helena,3,1
65,Female,High School,Single,30162,771,20455,Business,Self-employed,13,Excellent,0.2906443536876119,227598,0,North Amanda,MH,British Virgin Islands,1,2
55,Male,PhD,Widowed,103583,666,30985,Personal,Unemployed,10,Poor,0.2918793104611712,238144,3,West Lauraville,PW,Qatar,,0
29,Female,Master's,Widowed,,792,21850,Personal,Employed,10,Excellent,0.4695809090216312,266926,2,Hendersonside,MD,Andorra,1,1
49,Male,Bachelor's,Widowed,20982,779,47146,Home,Self-employed,15,Good,0.19332728279147451,39994,3,Lake Anthony,CT,Eritrea,2,2
67,Male,Bachelor's,Widowed,116853,637,13649,Business,Employed,1,Good,0.22540157350278942,,,West Scottfurt,WV,Pakistan,3,0
34,Male,PhD,Divorced,117812,699,12452,Auto,Employed,12,Excellent,0.2660355215937502,291552,3,New Brendan,AZ,Switzerland,,0
47,Female,Master's,Divorced,111269,,41745,Personal,Self-employed,15,Excellent,0.16275240518231773,273628,2,Simpsonmouth,LA,Mali,2,0
68,Male,Bachelor's,Divorced,49692,703,5298,Personal,Employed,12,Excellent,0.2104795218793887,153524,3,Davisfort,VI,Mauritius,1,0
36,Female,Master's,Widowed,92168,689,48560,Business,Unemployed,2,Good,0.15376168956070743,,1,Burnsville,MI,Pakistan,2,0
23,Male,Bachelor's,Single,94490,,,Personal,Self-employed,13,Fair,0.1588449963790338,202139,1,Morganville,MI,Netherlands,,1
18,Male,High School,Widowed,82345,768,41843,Personal,Employed,3,Poor,0.5331417013171057,186649,0,North James,MS,Bolivia,2,0
69,Male,PhD,Widowed,47326,660,23582,Auto,Self-employed,14,Excellent,0.327195637,,1,North Sean,IL,Georgia,3,2
38,Non-binary,High School,Married,,649,45073,Auto,Employed,3,Good,0.40257728018766503,46076,4,Wolfechester,MT,United Arab Emirates,3,0
55,Female,Master's,Widowed,22221,763,35560,Home,Unemployed,4,Poor,0.5880671769825061,189128,,New Marilynburgh,NC,Egypt,,1
25,Non-binary,PhD,Widowed,118452,772,,Auto,Self-employed,16,Poor,0.1701647209944767,125652,,East Anthonymouth,MH,Bhutan,4,1
21,Male,Master's,Single,85994,675,30664,Auto,Employed,1,Excellent,0.32720689409385095,,4,Port Cody,MP,Mexico,1,2
37,Male,PhD,Widowed,54409,642,29513,Home,Employed,14,Fair,0.4236258111815313,243686,1,Petersonborough,MS,United States Minor Outlying Islands,3,0
35,Female,Master's,Married,113566,686,31362,Auto,Employed,10,Excellent,0.31838857509767005,183782,4,North Amy,SC,Saint Barthelemy,2,1
52,Non-binary,Bachelor's,Married,64493,674,9677,Business,Unemployed,9,Fair,0.14366224752086984,90805,3,Vaughnshire,NY,Svalbard & Jan Mayen Islands,4,1
37,Female,Master's,Married,70138,705,,Auto,Unemployed,16,Excellent,0.588254657,146292,4,Linland,PW,Japan,0,0
68,Female,PhD,Divorced,,699,11335,Home,Employed,7,Excellent,0.1353537128097221,31448,2,Youngmouth,IL,Albania,3,0
65,Non-binary,Bachelor's,Single,47924,679,22253,Auto,Self-employed,14,Poor,0.41768150949147886,85781,2,North Susanbury,ME,Iran,1,2
36,Male,PhD,Divorced,56189,759,,Personal,Employed,17,Good,0.2987973795533323,184673,4,Port Jenna,KY,Belgium,0,0
51,Non-binary,Master's,Married,114194,714,30189,Home,Self-employed,2,Poor,0.539648997,41544,,Lake Ethan,IA,Uzbekistan,2,2
26,Male,Master's,Married,94491,,16498,Home,Employed,4,Good,0.34639368615781585,130315,,Guzmanbury,KY,Germany,3,1
64,Female,PhD,Widowed,,744,34669,Auto,Unemployed,10,Poor,0.3845042581853436,104227,3,Wagnerfurt,NJ,Lithuania,2,0
33,Non-binary,PhD,Divorced,48833,620,41792,Home,Employed,11,Fair,0.5357615364588539,198309,0,Lake Brandon,MN,British Virgin Islands,,2
54,Male,Bachelor's,Widowed,72136,792,30786,Personal,Employed,4,Fair,0.20260827369853276,242005,2,East Derrickhaven,VT,Mozambique,1,2
33,Female,PhD,Divorced,32129,647,34309,Business,Self-employed,11,Good,0.3466779241732032,228991,0,Laurieborough,NH,Cyprus,3,0
31,Non-binary,Master's,Divorced,78596,,46660,Business,Unemployed,15,Poor,0.17451713662971471,92731,2,Duaneburgh,WV,Gabon,0,0
63,Female,Bachelor's,Married,111954,781,19425,Business,Self-employed,1,Good,0.27569298589134383,24920,,Stokeshaven,OK,Saint Martin,0,1
32,Non-binary,PhD,Single,44125,730,,Business,Unemployed,5,Good,0.5103047736958769,146542,0,Shawmouth,IL,Cameroon,2,0
35,Non-binary,Bachelor's,Divorced,66458,625,22681,Personal,Self-employed,5,Poor,0.4778866059180471,217260,4,East James,CA,Seychelles,2,0
36,Non-binary,Master's,Divorced,106623,686,12496,Home,Unemployed,18,Good,0.2127633262063132,186297,1,New Kerri,ME,Burundi,0,2
67,Female,Master's,Widowed,33795,768,10478,Auto,Employed,13,Poor,0.5631822568048012,,0,East Amandaport,OK,Serbia,2,1
37,Non-binary,High School,Single,81134,615,42395,Business,Unemployed,17,Good,0.4721247898636086,,1,South Stephen,MN,Russian Federation,,2
30,Female,Bachelor's,Married,,701,,Personal,Employed,4,Poor,0.33142541980248086,44999,3,Port Isaacview,TN,Central African Republic,4,2
58,Female,PhD,Single,84202,730,15515,Auto,Employed,8,Good,0.14648531133485274,215248,3,Lake Davidton,MT,Egypt,4,0
39,Non-binary,High School,Divorced,21607,696,39459,Personal,Unemployed,11,Good,0.32602271996373144,57160,1,Katherineshire,CA,Kazakhstan,3,1
37,Non-binary,Bachelor's,Single,118642,759,35487,Auto,Self-employed,1,Good,0.3877746131020088,108782,4,Port Ashleyberg,GU,Mozambique,1,1
66,Male,Master's,Widowed,86453,740,8796,Business,Self-employed,13,Poor,0.423597097,127263,2,New Crystal,MO,Svalbard & Jan Mayen Islands,3,1
44,Female,Bachelor's,Married,117904,744,32254,Auto,Unemployed,11,Fair,0.5674444766934558,55653,4,Heatherborough,MA,Lesotho,2,1
20,Male,High School,Married,40662,717,19263,Home,Employed,7,Good,0.4499714574716367,187205,1,Pamelaton,AR,Fiji,3,0
48,Female,PhD,Married,97513,672,33222,Auto,Unemployed,2,Fair,0.5706961747520802,179358,3,New Ryanside,AL,Bolivia,2,1
20,Male,PhD,Widowed,,780,,Personal,Unemployed,17,Good,0.37825096840272365,270916,3,West Kristy,WY,Bosnia and Herzegovina,3,1
28,Male,Bachelor's,Single,68861,746,40989,Personal,Self-employed,2,Poor,0.269830241,145379,0,New Douglas,GA,Burkina Faso,2,1
42,Male,PhD,Married,,,,Business,Employed,19,Excellent,0.371528114,116236,0,New Olivia,DC,Macao,2,1
52,Non-binary,Bachelor's,Widowed,72833,689,40472,Personal,Employed,11,Fair,0.13197730608046757,126492,,South Laura,WV,Uganda,4,0
49,Non-binary,Bachelor's,Divorced,71750,744,6703,Home,Unemployed,15,Fair,0.27356371262308954,214801,1,East Jonathan,NV,Saint Kitts and Nevis,2,2
34,Non-binary,Bachelor's,Widowed,110272,,,Auto,Unemployed,3,Poor,0.536427947,226468,0,New Juan,GA,Montserrat,4,1
67,Non-binary,PhD,Widowed,82714,622,44017,Home,Employed,9,Fair,0.2650737606373509,,2,East Sarah,NE,Monaco,,1
68,Male,Bachelor's,Widowed,25250,602,44047,Auto,Employed,9,Good,0.5563764040804674,57120,3,Ryanstad,MS,Tonga,4,0
65,Female,Master's,Single,66696,,41020,Personal,Employed,5,Excellent,0.14553249259418158,221966,1,North Christinefort,SC,Jordan,,2
41,Female,Bachelor's,Widowed,72273,,6688,Home,Unemployed,4,Fair,0.515950319,103515,0,West Deborah,MT,Equatorial Guinea,0,2
20,Non-binary,Bachelor's,Divorced,48807,754,48105,Business,Employed,8,Fair,0.26203409709246916,267029,4,Davidland,NY,Chile,2,2
50,Male,PhD,Married,21845,750,44009,Business,Self-employed,9,Excellent,0.10595568708758366,144384,4,West Nicoletown,AZ,Algeria,1,2
32,Male,Master's,Married,26589,785,,Auto,Unemployed,6,Excellent,0.46657738449902997,,4,Lake Traci,NV,Ghana,,1
42,Female,High School,Widowed,95088,635,10695,Personal,Self-employed,18,Poor,0.10818379175118473,,2,Prestonville,GA,South Georgia and the South Sandwich Islands,,0
32,Male,Master's,Married,47341,612,39005,Home,Unemployed,15,Good,0.5549911591931099,264639,0,South Kenneth,IL,New Zealand,4,2
23,Female,Bachelor's,Married,67024,687,24653,Personal,Unemployed,9,Excellent,0.16816321824968958,150077,,East Steven,ND,Bosnia and Herzegovina,0,2
21,Male,PhD,Widowed,26861,767,28217,Personal,Unemployed,3,Poor,0.43623998573182976,38263,,Port Mariemouth,MN,Bhutan,4,2
69,Male,High School,Divorced,83056,741,38904,Business,Self-employed,6,Excellent,0.1356444360540582,245687,4,Port Michelleview,WV,Benin,,0
44,Non-binary,High School,Divorced,87438,648,,Business,Employed,3,Fair,0.30604410432052165,208606,1,New Beverlymouth,MA,Panama,,0
47,Non-binary,Master's,Single,119233,615,,Auto,Self-employed,19,Excellent,0.2050171692554413,261781,2,Aguilarside,MS,Italy,3,2
40,Male,Master's,Single,,628,37272,Auto,Unemployed,2,Poor,0.24312697528862823,108000,,Mitchellland,HI,French Southern Territories,4,2
54,Male,PhD,Single,100799,682,18640,Auto,Unemployed,11,Poor,0.2506444118156165,284640,3,Lake Mary,VT,Hong Kong,,1
23,Female,PhD,Divorced,118428,697,25508,Business,Employed,9,Poor,0.5086726954069548,181995,3,East Donald,OK,Eritrea,1,2
